sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5
H843517-DARK NAVY-8	B074TTYW8X	14.99													
H848518-BLUE-10/12	B077SNZ2FD	16.99													
H848518-BLUE-14/16	B077SNZ9GK	19.99													
H848518-BLUE-8	B078C7SQTM	16.99													
H848518-LIGHT BLUE-10/12	B077SNYY6L	16.99													
H848518-LIGHT BLUE-14/16	B078C8SB3X	16.99													
H848518-LIGHT BLUE-8	B0784VHKGW	16.99													
H848518-ORANGE-10/12	B078C6Q7MF	16.99													
H848518-ORANGE-14/16	B077SX4DF9	16.99													
H848518-ORANGE-8	B077SX4F3S	16.99													
H851567-BLUE-10/12	B074THQX2Y	16.99													
H851567-BLUE-14/16	B074TVDRJT	7.99													
H851567-BLUE-18/20	B074TJFG53	7.99													
H851567-BLUE-8	B074TLLXWR	19.99													
H851567-BLUE/HTHR-10/12	B074TH851R	18.99													
H851567-BLUE/HTHR-14/16	B074TX2QS6	14.99													
H851567-BLUE/HTHR-18/20	B074TXV71Q	23.99													
H851567-BLUE/HTHR-8	B074TKBX22	16.99													
H851567-BURGUNDY-10/12	B074TYGDMQ	20.99													
H851567-BURGUNDY-14/16	B074TN2HFM	23.99													
H851567-CHARCOAL-10/12	B074TWP6WG	14.99													
H851567-CHARCOAL-14/16	B074TKGHCW	23.99													
H851567-CHARCOAL-8	B074TV1ZQ4	19.99													
H851567-HTHR GREY-10/12	B074TS7Y18	20.99													
H851567-HTHR GREY-14/16	B074TS5N4M	19.99													
H851567-HTHR GREY-18/20	B074TZL61Z	16.99													
H851637-BROWN-10/12	B0773VBZ5F	14.99													
H851637-BROWN-14/16	B0773V12WF	14.99													
H851637-BROWN-18/20	B0773WFX8B	14.99													
H851637-BROWN-8	B0773RG2NG	14.99													
H851637-True Blue-10/12	B0773V53G7	14.99													
H851637-True Blue-14/16	B0773TDLXW	14.99													
H851637-True Blue-18/20	B0773V4T5L	14.99													
H851637-True Blue-8	B0773R8D9V	14.99													
H851717-DARK BLUE-10/12	B0773TRW5M	14.99													
H851717-DARK BLUE-14/16	B0773T4QBB	20.99													
H851717-DARK BLUE-18/20	B0773VCYLK	7.99													
H851717-DARK BLUE-8	B0773VQTSH	23.99													
H851717-FIRE RED-14/16	B0773T8M65	7.99													
H851717-FIRE RED-18/20	B0773TDP3T	7.99													
H851717-FIRE RED-8	B0773TCXPN	7.99													
H867738-GREY-14/16	B078C79ZKH	9.99													
H867738-GREY/RED-10/12	B077SX4DGJ	11.99		11.99											
H867738-GREY/RED-14/16	B078C74R8Y	18.99		18.99											
H867738-WHITE-10/12	B0784VHBZY	16.99													
H867738-WHITE-14/16	B077SX4L26	18.99		18.99											
H867738-WHITE-8	B078C68CYZ	9.99													
H868458-LIGHT BLUE-10/12	B077SNYXT8	16.99													
H868458-LIGHT BLUE-14/16	B077SQK1WS	16.99													
H868458-LIGHT BLUE-8	B078C7SCN2	16.99													
H868458-ORANGE-14/16	B078C74R8X	16.99													
H868468-DEEP BLUE-8	B077T1LJBM	11.99		11.99											
H915298-BLUE COMBO(089)-2XL	B0764M5XHY	14.99		14.99	percent	5	5.00								
H915298-BLUE COMBO(089)-L	B0764HC7FK	14.99		14.99	percent	5	5.00								
H915298-BLUE COMBO(089)-M	B0764M3Y4M	16.99		16.99	percent	5	5.00								
H915298-BLUE COMBO(089)-XL	B0764ML336	14.99		14.99	percent	5	5.00								
H915298-GREEN(300)-2XL	B0764M9QVN	14.99		14.99	percent	5	5.00								
H915298-GREEN(300)-L	B0764HY1GD	20.99		20.99	percent	5	5.00								
H915298-GREEN(300)-M	B0764GYWB3	9.99		11.99	percent	5	5.00								
H915298-GREEN(300)-XL	B0764HC7FM	14.99		14.99	percent	5	5.00								
H915298-GREY(019)-2XL	B0764JMN16	14.99		14.99	percent	5	5.00								
H915298-GREY(019)-L	B0764MLF39	11.99		11.99	percent	5	5.00								
H915298-GREY(019)-XL	B0764JMLTC	14.99		14.99	percent	5	5.00								
H915507 - JADE - SIZE 2XL	B06XBN4G12	15.99		15.99	percent	5	5.00								
H915507 - JADE - SIZE L	B06XC6LGLM	11.99		11.99	percent	5	5.00								
H915507 - JADE - SIZE M	B06XC5VY24	7.99		7.99	percent	5	5.00								
H915507 - JADE - SIZE XL	B06XBN4CM4	7.99		7.99	percent	5	5.00								
H915507 - ORANGE - SIZE 2XL	B06XC7WCVH	9.99		9.99	percent	5	5.00								
H915507 - ORANGE - SIZE L	B06XBZN2RK	7.99		7.99	percent	5	5.00								
H915507 - ORANGE - SIZE M	B06XC8HCPY	14.99		14.99	percent	5	5.00								
H915507 - ORANGE - SIZE XL	B06XBRP7VK	15.40		15.4	percent	5	5.00								
H915547 - BLUE - SIZE 2XL	B06XBQF1MW	15.40		15.4	percent	5	5.00								
H915547 - BLUE - SIZE XL	B06XC185PN	9.99		9.99	percent	5	5.00								
H915547 - KHAKI - SIZE 2XL	B06XC184WX	15.40		15.4	percent	5	5.00								
H915547 - KHAKI - SIZE L	B06XC7M7Y3	6.99		6.99	percent	5	5.00								
H915547 - KHAKI - SIZE XL	B06XBN4CM3	6.99		6.99	percent	5	5.00								
H916698-BLACK(001)-2XL	B075JM4BPL	14.99		14.99	percent	5	5.00								
H916698-BLACK(001)-L	B075JMXV1W	14.99		14.99	percent	5	5.00								
H916698-BLACK(001)-M	B075JMD6JH	14.99		14.99	percent	5	5.00								
H916698-BLACK(001)-S	B07D5L8KWH	14.99		14.99	percent	5	5.00								
H916698-BLACK(001)-XL	B075JMXV1M	16.99		16.99	percent	5	5.00								
H916698-BLUE HTHR(434)-2XL	B075JMQS61	17.99		17.99	percent	5	5.00								
H916698-BLUE HTHR(434)-L	B075JMD6K4	20.99		20.99	percent	5	5.00								
H916698-BLUE HTHR(434)-S	B07D5HW4MP	9.99		9.99	percent	5	5.00								
H916698-BLUE HTHR(434)-XL	B075JMQGTT	14.99		14.99	percent	5	5.00								
H916698-CHARCOAL(019)-2XL	B075JLLP1X	20.99		20.99	percent	5	5.00								
H916698-CHARCOAL(019)-L	B075JM4BPM	16.99		16.99	percent	5	5.00								
H916698-CHARCOAL(019)-XL	B075JMQS58	16.99		16.99	percent	5	5.00								
H916698-HTHR GREY(031)-2XL	B075JN3NX2	14.99		14.99	percent	5	5.00								
H916698-HTHR GREY(031)-L	B075JMXV1X	18.99		18.99	percent	5	5.00								
H916698-HTHR GREY(031)-S	B07D5JCYRH	18.99		18.99	percent	5	5.00								
H916698-HTHR GREY(031)-XL	B075JKSQ34	14.99		14.99	percent	5	5.00								
H916698-PEACOAT(154)-2XL	B075JKQ88T	16.99		16.99	percent	5	5.00								
H916698-PEACOAT(154)-L	B075JN3NWS	17.99		17.99	percent	5	5.00								
H916698-PEACOAT(154)-M	B075JF4JFC	16.99		16.99	percent	5	5.00								
H916698-PEACOAT(154)-S	B07D5JPK1J	11.99		11.99	percent	5	5.00								
H916698-PEACOAT(154)-XL	B075JLZ2QK	16.99		16.99	percent	5	5.00								
H916698-ROYAL(475)-2XL	B07D5L36ZH	14.99		14.99	percent	5	5.00								
H916698-ROYAL(475)-L	B07D5K8GSW	16.99		16.99	percent	5	5.00								
H916698-ROYAL(475)-M	B07D5JMDZT	18.99		18.99	percent	5	5.00								
H916698-ROYAL(475)-S	B07D5KB7S1	18.99		18.99	percent	5	5.00								
H916698-ROYAL(475)-XL	B07D5LTZ93	16.99		16.99	percent	5	5.00								
H917068-AQUA(455)-2XL	B075FLV5F7	16.99		16.99	percent	5	5.00								
H917068-AQUA(455)-L	B075FLV5FH	16.99		16.99	percent	5	5.00								
H917068-AQUA(455)-S	B075FLV5DX	20.99		20.99	percent	5	5.00								
H917068-AQUA(455)-XL	B075FH42D2	21.99		21.99	percent	5	5.00								
H917068-BLACK(001)-2XL	B075FLLCX1	14.99		14.99	percent	5	5.00								
H917068-BLACK(001)-L	B075FLC5F1	14.99		14.99	percent	5	5.00								
H917068-BLACK(001)-M	B075F978NP	9.99		9.99	percent	5	5.00								
H917068-BLACK(001)-S	B075FH41GN	14.99		14.99	percent	5	5.00								
H917068-BLACK(001)-XL	B075FL6WDY	14.99		14.99	percent	5	5.00								
H917068-BLUE/HEATHER(437)-XL	B075FKQ97P	14.99		14.99	percent	5	5.00								
H917068-BLUE/HEATHER(438)-2XL	B075FH41GT	16.99		16.99	percent	5	5.00								
H917068-CHARCOAL(019)-2XL	B075FL249N	20.99		20.99	percent	5	5.00								
H917068-CHARCOAL(019)-L	B075FH42CV	16.99		16.99	percent	5	5.00								
H917068-CHARCOAL(019)-XL	B075FL3MR7	14.99		14.99	percent	5	5.00								
H917068-RED(600)-2XL	B075FGYZL4	14.99		14.99	percent	5	5.00								
H917068-RED(600)-L	B075FH1ZB4	18.99		18.99	percent	5	5.00								
H917068-RED(600)-M	B075FLV5FB	21.99		21.99	percent	5	5.00								
H917068-RED(600)-S	B07CZ3JLMN	16.99		16.99	percent	5	5.00								
H917068-RED(600)-XL	B075FH1ZBG	14.99		14.99	percent	5	5.00								
H917166 - Grey - 2XL	B019NTSQD6	13.99													
H917166 - Grey - L	B019NTSMUI	13.99													
H917166 - Grey - M	B019NTSHSA	13.99													
H917166 - Grey - XL	B019NTSMV2	13.99													
H917166 - Turq - 2XL	B019NTSL5O	13.99													
H917166 - Turq - L	B019NTS0XW	13.99													
H917166 - Turq - M	B019NTSLAO	13.99													
H917166 - Turq - XL	B019NTS2X0	13.99													
H917186 - Black - L	B019NTS5MS	13.99		13.99	percent	5	5.00								
H917186 - Black - M	B019NTSEAG	13.99		13.99	percent	5	5.00								
H917186 - Black - XL	B019NTS99W	13.99		13.99	percent	5	5.00								
H917186 - Charcoal - 2XL	B019NTS0SM	13.99		13.99	percent	5	5.00								
H917186 - Charcoal - L	B019NTS9AQ	13.99		13.99	percent	5	5.00								
H917186 - Charcoal - M	B019NTS6M2	13.99		13.99	percent	5	5.00								
H917186 - Peacoat - 2XL	B019NTS2VC	13.99		13.99	percent	5	5.00								
H917186 - Peacoat - L	B019NTS50A	13.99		13.99	percent	5	5.00								
H917186 - Peacoat - M	B019NTS1RM	13.99		13.99	percent	5	5.00								
H917186 - Peacoat - XL	B019NTS2XK	13.99		13.99	percent	5	5.00								
H917186 - Turq - 2XL	B019NTSJBU	13.99		13.99	percent	5	5.00								
H917186 - Turq - L	B019NTSJC4	13.99		13.99	percent	5	5.00								
H917186 - Turq - M	B019NTSOK6	13.99		13.99	percent	5	5.00								
H917186 - Turq - XL	B019NTSL5E	13.99		13.99	percent	5	5.00								
H918006 - Black - 2XL	B019NTSD3Y	13.99		13.99	percent	5	5.00								
H918006 - Black - L	B019NTSOOC	13.99		13.99	percent	5	5.00								
H918006 - Black - M	B019NTSQ3Q	13.99		13.99	percent	5	5.00								
H918006 - Black - XL	B019NTSD2A	13.99		13.99	percent	5	5.00								
H918006 - Peacoat - 2XL	B019NTS8AC	13.99		13.99	percent	5	5.00								
H918006 - Peacoat - L	B019NTS8DY	13.99		13.99	percent	5	5.00								
H918006 - Peacoat - M	B019NTS5U0	13.99		13.99	percent	5	5.00								
H918006 - Peacoat - XL	B019NTS5SC	13.99		13.99	percent	5	5.00								
H918368-BLUE COMBO(089)-2XL	B076429V51	14.99		14.99	percent	5	5.00								
H918368-BLUE COMBO(089)-M	B0763Y6BQ8	8.00		11.99	percent	5	5.00								
H918368-BLUE COMBO(089)-XL	B076429VB4	19.99		19.99	percent	5	5.00								
H918368-GREY(020)-2XL	B0763Y9BX4	16.99		16.99	percent	5	5.00								
H918368-GREY(020)-M	B0763ZT9H5	8.00		13.99	percent	5	5.00								
H918368-GREY(020)-S	B07641XTF2	14.99		14.99	percent	5	5.00								
H918368-GREY(020)-XL	B0763WQYKN	14.99		14.99	percent	5	5.00								
HBF00057-HTHR GREY-10/12	B0773T5MBS	14.99													
HBF00057-HTHR GREY-14/16	B0773TXQRH	14.99													
HBF00057-HTHR GREY-18/20	B0773TG43S	14.99													
HBF00057-HTHR GREY-8	B0773V175H	14.99													
HBF00057-Olive-10/12	B0773TMS6H	14.99													
HBF00057-Olive-14/16	B0773RBDC4	14.99													
HBF00057-Olive-18/20	B0773TQSXS	14.99													
HBF00057-Olive-8	B0773W81ZW	14.99													
HBK00287-BLK HTHR-10/12	B074THT5TK	20.99													
HBK00287-BLK HTHR-14/16	B074TKGHD3	14.99													
HBK00287-BLK HTHR-18/20	B074TN2RPG	23.99													
HBK00287-BLUE-8	B074TW7Y5P	7.99													
HBK00287-HTHR GREY-10/12	B074TJSFQK	21.99													
HBK00287-HTHR GREY-14/16	B074THJSGQ	18.99													
HBK00287-RED CLAY-8	B074TLXJPZ	18.99													
HBP8372-ANTELOPE(251)-14/16	B07DCXLGRW	24.99		24.99	percent	5	5.00								
HBP8372-ANTELOPE(251)-18/20	B07DD15P9V	21.99		21.99	percent	5	5.00								
HBP8372-ANTELOPE(251)-8	B07DCYT2CN	19.99		19.99	percent	5	5.00								
HBP8372-ANTHRACITE(002)-10/12	B07DCZBT66	21.99		21.99	percent	5	5.00								
HBP8372-ANTHRACITE(002)-1416	B07DD18WF5	22.99		22.99	percent	5	5.00								
HBP8372-ANTHRACITE(002)-1820	B07DCZ6DW3	23.99		23.99	percent	5	5.00								
HBP8372-DRESS_BLUE(415)-14/16	B07DCYLK89	19.99		19.99	percent	5	5.00								
HBP8372-DRESS_BLUE(415)-18/20	B07DCYYKRH	19.99		19.99	percent	5	5.00								
HBP8372-DRESS_BLUE(415)-8	B07DCY9KJK	19.99		19.99	percent	5	5.00								
HBP8372-GARGOYLE(020)-14/16	B07DCZB5T9	21.99		21.99	percent	5	5.00								
HBP8372-GARGOYLE(020)-18/20	B07DCZGPMQ	24.99		24.99	percent	5	5.00								
HBP8372-GARGOYLE(020)-8	B07DCYRH1C	28.99		28.99	percent	5	5.00								
HBP8372-OATMEAL(230)-18/20	B07DCYPRVK	19.99		19.99	percent	5	5.00								
HBP8372-RIO_RED(601)-18/20-	B07DX9KMN1	19.99		19.99	percent	5	5.00								
HBP8372-RIO_RED(601)-8	B07DD12DQV	19.99		19.99	percent	5	5.00								
HBP8376-ANTELOPE(251)-18/20	B07DCZMFY9	21.99		21.99	percent	5	5.00								
HBP8376-ANTHRACITE(002)-18/20	B07DCZZF95	21.99		21.99	percent	5	5.00								
HBP8376-DRESS_BLUE(415)-14/16	B07DCZNFTM	19.99		19.99	percent	5	5.00								
HBP8376-DRESS_BLUE(415)-18/20	B07DCZ3953	19.99		19.99	percent	5	5.00								
HBP8376-DRESS_BLUE(415)-8	B07DCZB6K9	22.99		22.99	percent	5	5.00								
HBP8376-FOREST_NIGHT(302)-10/12	B07DCZ7GQD	19.99		19.99	percent	5	5.00								
HBP8376-FOREST_NIGHT(302)-18/20	B07DCZS7JD	19.99		19.99	percent	5	5.00								
HBP8376-GARGOYLE(020)-18/20	B07DCZSXVD	21.99		21.99	percent	5	5.00								
HBP8376-GARGOYLE(020)-8	B07DCYVTV3	27.99		27.99	percent	5	5.00								
HBP8376-OATMEAL(230)-14/16	B07DD12DHM	9.99		9.99	percent	5	5.00								
HBP8376-OATMEAL(230)-18/20	B07DCYN3N8	9.99		9.99	percent	5	5.00								
HBP8376-RIO_RED(601)-14/16	B07DD18P35	19.99		19.99	percent	5	5.00								
HBP8376-RIO_RED(601)-18/20	B07DCZHG1K	9.99		9.99	percent	5	5.00								
HBP8376-RIO_RED(601)-8	B07DCZPDN7	19.99		19.99	percent	5	5.00								
HBP9717-GREY(020)-4/5	B07T3H8VRJ	21.99													
HBP9717-OLIVE CAMO(955)-4/5	B07T3F5K9Z	21.99													
HBP9717-OLIVE CAMO(955)-6/7	B07T3FTR77	21.99													
HBP9718-BLACK(001)-10/12	B07RVCWKBY	24.99													
HBP9718-BLACK(001)-14/16	B07RS4MM7J	24.99													
HBP9718-BLACK(001)-18	B07RWRR3Y9	24.99													
HBP9718-BLACK(001)-4/5	B07RT6T93C	24.99													
HBP9718-BLACK(001)-6/7	B07RS4MTBC	24.99													
HBP9718-BLACK(001)-8	B07RT6TVGJ	24.99													
HBP9718-CHARCOAL(019)-10/12	B07RWC3LQJ	24.99													
HBP9718-CHARCOAL(019)-14/16	B07RWNW3NP	24.99													
HBP9718-CHARCOAL(019)-18	B07RT6TRNZ	24.99													
HBP9718-CHARCOAL(019)-4/5	B07RWPYMK1	24.99													
HBP9718-CHARCOAL(019)-6/7	B07RWQ13J8	24.99													
HBP9718-CHARCOAL(019)-8	B07RWPMMTG	24.99													
HBP9718-KHAKI(216)-10/12	B07RWNSM5C	24.99													
HBP9718-KHAKI(216)-14/16	B07RWDZ747	24.99													
HBP9718-KHAKI(216)-18	B07RS4MXSR	24.99													
HBP9718-KHAKI(216)-4/5	B07RT6TRP1	24.99													
HBP9718-KHAKI(216)-6/7	B07RWP4BD9	24.99													
HBP9718-KHAKI(216)-8	B07RT6TFTJ	24.99													
HBP9718-NAVY(415)-10/12	B07RT6SSXP	24.99													
HBP9718-NAVY(415)-14/16	B07RVCXH95	24.99													
HBP9718-NAVY(415)-18	B07RWF13FJ	24.99													
HBP9718-NAVY(415)-4/5	B07RS4NGG7	24.99													
HBP9718-NAVY(415)-6/7	B07RT6SWQG	24.99													
HBP9718-NAVY(415)-8	B07RT6TKBB	24.99													
HBP9718-OLIVE(340)-10/12	B07RT6V1JP	24.99													
HBP9718-OLIVE(340)-14/16	B07RT6TDBS	24.99													
HBP9718-OLIVE(340)-18	B07RWPGX8J	24.99													
HBP9718-OLIVE(340)-4/5	B07RWPKMRJ	24.99													
HBP9718-OLIVE(340)-6/7	B07RS4LZYJ	24.99													
HBP9718-OLIVE(340)-8	B07RWDYRQK	24.99													
HBW00187-BLK HTHR-14/16	B0773W3JQV	20.99													
HBW00187-BLK HTHR-18/20	B0773TM34J	4.99													
HBW00187-Blue/Black-10/12	B0773T6H9S	16.99													
HBW00187-Blue/Black-18/20	B0773VW43J	4.99													
HMW00057-Black-8	B0773T3J5Q	4.99													
HMW00057-RED-10/12	B0773VCZ2C	14.99													
HMW00057-RED-18/20	B0773VY662	4.99													
HMW00057-RED-8	B0773V42TD	16.99													
HMW00117-BLK HTHR-10/12	B0773V67MY	14.99													
HMW00117-BLK HTHR-14/16	B0773TQ98Q	14.99													
HMW00117-BLK HTHR-18/20	B0773QZSQK	14.99													
HMW00117-BLK HTHR-8	B0773V6JRT	14.99													
HMW00117-BROWN-10/12	B0773V4FKG	14.99													
HMW00117-BROWN-14/16	B0773RG3Q8	14.99													
HMW00117-BROWN-18/20	B0773R899L	14.99													
HMW00117-BROWN-8	B0773TN84Y	14.99													
L411357 - BLACK - SIZE 4	B06XC5SH3S	16.99													
L411357 - BLACK - SIZE 5/6	B06XBN4F7F	16.99													
L411357 - BLACK - SIZE 7	B06XC5MYQQ	16.99													
L411357 - ROYAL - SIZE 4	B06XC7H6YQ	16.99													
L411357 - ROYAL - SIZE 5/6	B06XBZN3K8	16.99													
L411357 - ROYAL - SIZE 7	B06XC58J1P	16.99													
L419787 - BLACK - SIZE 5/6	B06XC6L217	5.99													
L419787 - BLACK - SIZE 7	B06XBZPKVP	16.99													
L419787 - COBALT - SIZE 5/6	B06XC63FDC	16.99													
L419787 - COBALT - SIZE 7	B06XBRP5V9	14.99													
L444324 - HIGHLIGHT - SIZE 4	B00GO4LSS4	19.99		19.99	percent	5	5.00								
L444324 - HIGHLIGHT - SIZE 5/6	B00GO4LSNE	16.99		16.99	percent	5	5.00								
L444324 - HIGHLIGHT - SIZE 7	B00GO4LSOI	16.99		16.99	percent	5	5.00								
L444324 - ORANGE - SIZE 4	B00GO4LTMO	16.99		16.99	percent	5	5.00								
L444324 - ORANGE - SIZE 5/6	B00GO4LTM4	16.99		16.99	percent	5	5.00								
L444324 - ORANGE - SIZE 7	B00GO4LTME	16.99		16.99	percent	5	5.00								
L444324 - WHITE - SIZE 4	B00GO4LTJW	16.99		16.99	percent	5	5.00								
L444324 - WHITE - SIZE 5/6	B00GO4LTLU	16.99		16.99	percent	5	5.00								
L444324 - WHITE - SIZE 7	B00GO4LUXW	16.99		16.99	percent	5	5.00								
L445572 - HIGHLIGHT- SIZE 7	B00GO4LRQM	20.00		20.0	percent	5	5.00								
L445572 - HIGHLIGHT-N - SIZE 4	B00GO4LRRQ	16.99		16.99	percent	5	5.00								
L445572 - HIGHLIGHT-N - SIZE 5/6	B00GO4LRYY	24.00		24.0	percent	5	5.00								
L445572 - TURQUOISE-N - SIZE 4	B00BMK7CFI	6.99		6.99	percent	5	5.00								
L445572 - TURQUOISE-N - SIZE 5/6	B00BMK7DKC	16.00		16.0	percent	5	5.00								
L445572 - TURQUOISE-N - SIZE 7	B00BMK7DPW	16.99		16.99	percent	5	5.00								
L445572 - WHITE-N - SIZE 4	B006Z4OP06	16.99		16.99	percent	5	5.00								
L445572 - WHITE-N - SIZE 5/6	B006Z4OP2Y	16.99		16.99	percent	5	5.00								
L471376 - Turquoise - Size 4	B01J2349ES	24.99													
L471376 - Turquoise - Size 5/6	B01J234B4Q	19.29													
L471376 - Turquoise - Size 7	B01J234CY0	24.99													
L471376 - White - Size 4	B01J23449I	24.99													
L471376 - White - Size 5/6	B01J2345ZG	24.99													
L471376 - White - Size 7	B01J2347MW	21.99													
L471396 - Red - Size 4	B01J234EOI	19.99													
L471396 - Red - Size 5/6	B01J234GJ6	19.29													
L471396 - Red - Size 7	B01J234I08	19.99													
L471436 - Ocean Blue - Size 4	B01J234JDY	29.99													
L471436 - Ocean Blue - Size 5/6	B01J234KXI	21.99													
L471436 - Ocean Blue - Size 7	B01J234MHW	19.99													
L671416 - Highlight Yellow - Size 2T	B01J234416	21.99													
L671416 - Highlight Yellow - Size 3T	B01J2345VU	18.99													
L671416 - Highlight Yellow - Size 4T	B01J2347P4	22.99													
L671426 - Royal - Size 2T	B01J2349FW	24.99													
L671426 - Royal - Size 3T	B01J234AYC	19.99													
L671426 - Royal - Size 4T	B01J234CMW	24.29													
L671436 - Ocean Blue - Size 2T	B01J234EAM	21.99													
L671436 - Ocean Blue - Size 3T	B01J234FYC	19.99													
L671436 - Ocean Blue - Size 4T	B01J234HG8	19.99													
L671446 - Orange - Size 2T	B01J234J02	21.99													
L671446 - Orange - Size 3T	B01J234K7E	19.99													
L671446 - Orange - Size 4T	B01J234LIW	21.99													
L811657 - BLACK/BLUE - SIZE 10/12	B06XC7736G	19.99													
L811657 - BLACK/BLUE - SIZE 14/16	B06XBQCL1B	19.99													
L811657 - BLACK/BLUE - SIZE 18/20	B06XC5V4NF	16.99													
L811657 - BLACK/BLUE - SIZE 8	B06XC7QSXG	16.99													
L811657 - NAVY/YELLOW - SIZE 10/12	B06XC7HPDJ	19.99													
L811657 - NAVY/YELLOW - SIZE 14/16	B06XBQF35V	19.99													
L811657 - NAVY/YELLOW - SIZE 18/20	B06XBRP2Q7	16.99													
L811657 - NAVY/YELLOW - SIZE 8	B06XBQF2VP	16.99													
L814788-BlueCombo-10/12	B07C58HH5N	7.99													
L814788-BlueCombo-14/16	B07C58JX8H	7.99													
L814788-BlueCombo-18/20	B07C57PLKP	7.99													
L814788-BlueCombo-8	B07C58H4ZJ	7.99													
L814788-CharcoalCombo-10/12	B07C4ZW3QM	16.99													
L814788-CharcoalCombo-14/16	B07C5BZQ62	16.99													
L814788-CharcoalCombo-18/20	B07C4ZW934	16.99													
L814788-CharcoalCombo-8	B07C5C2M2B	7.99													
L814818-BlueCombo-10/12	B07C5FPVP9	15.99													
L814818-BlueCombo-14/16	B07C5D54Q6	15.99													
L814818-BlueCombo-18/20	B07C5JCWPF	14.99													
L814818-BlueCombo-8	B07C5F6KB6	6.99													
L814818-Green-10/12	B07C5BHM5K	8.99													
L814818-Green-14/16	B07C58LYGR	8.99													
L814818-Green-18/20	B07C5CLDC9	8.99													
L814818-Green-8	B07C4ZVY8W	6.99													
L815156 - Blue - 10/12	B019PMZMME	16.99													
L815156 - Blue - 14/16	B019PMZK6M	16.99													
L815156 - Blue - 18/20	B019PMZPOE	10.99													
L815156 - Blue - 8	B019PMZTDQ	17.99													
L815156 - Orange - 10/12	B019PMZANK	16.99													
L815156 - Orange - 14/16	B019PMZAQW	16.99													
L815156 - Orange - 18/20	B019PMZV20	10.99													
L815156 - Orange - 8	B019PMZGDE	14.89													
L815166 - Black - 10/12	B019PMZK6C	17.99													
L815166 - Black - 14/16	B019PMZDD2	17.99													
L815166 - Black - 18/20	B019PMZJ0E	16.99													
L815166 - Black - 8	B019PMZMRY	16.99													
L815196 - Black - 10/12	B019PMZQVQ	16.99													
L815196 - Black - 14/16	B019PMZUYY	16.99													
L815196 - Black - 18/20	B019PMZTDG	12.99													
L815196 - Black - 8	B019PMZIVO	15.99													
L815196 - Peacoat - 10/12	B019PMZD6Y	17.99													
L815196 - Peacoat - 14/16	B019PMZMJW	16.99													
L815196 - Peacoat - 18/20	B019PMZFYO	16.99													
L815196 - Peacoat - 8	B019PMZAWQ	16.99													
L815248-BlueCombo-10/12	B07C58VT8F	6.99													
L815248-BlueCombo-14/16	B07C57H6RC	7.99													
L815248-BlueCombo-18/20	B07C5CZZFM	7.99													
L815248-Green-10/12	B07C4Z1T3R	7.99													
L815248-Green-14/16	B07C55N918	7.99													
L815248-Green-18/20	B07C5C6W21	7.99													
L815268-BlueCombo-10/12	B07C58TK1X	10.99													
L815268-BlueCombo-14/16	B07CC9ZR7X	6.99													
L815268-BlueCombo-18/20	B07C5CF4Y2	6.99													
L815268-BlueCombo-8	B07C576L93	6.99													
L815268-Orange-10/12	B07C5GYWDY	4.99													
L815268-Orange-14/16	B07C4XYP6V	6.99													
L815268-Orange-18/20	B07C58QYHR	10.99													
L815268-Orange-8	B07C54B23L	5.99													
L815628-Grey-10/12	B07C5911Y9	7.99													
L815628-Grey-14/16	B07C5CF5TK	7.99													
L815628-Grey-18/20	B07C5D375H	7.99													
L815628-Grey/Green-10/12	B07C5CKP8W	7.99													
L815628-Grey/Green-14/16	B07C5CGJ1V	7.99													
L815628-Grey/Green-18/20	B07C5BD3RZ	7.99													
L815628-Grey/Green-8	B07C4ZW7RK	7.99													
L815628-Navy-10/12	B07C5C3SGN	7.99													
L815628-Navy-14/16	B07C56BYSZ	7.99													
L815628-Navy-18/20	B07C5C6MQP	16.99													
L815628-Navy-8	B07C59X7WR	7.99													
L815636 - Blue - 10/12	B019PMZWKQ	16.99													
L815636 - Blue - 14/16	B019PMZEVI	15.99													
L815636 - Blue - 18/20	B019PMZDAK	12.99													
L815636 - Blue - 8	B019PMZC2E	15.99													
L815636 - Grey - 10/12	B019PMZHFG	15.99													
L815636 - Grey - 14/16	B019PMZIZ0	15.99													
L815636 - Grey - 18/20	B019PMZ82I	12.99													
L815636 - Grey - 8	B019PMZHOM	15.99													
L815836 - Grey - 10/12	B019PMZK5S	16.99													
L815836 - Grey - 14/16	B019PMZHG0	17.99													
L815836 - Grey - 18/20	B019PMZIYQ	16.99													
L815836 - Grey - 8	B019PMZENG	17.99													
L815836 - Turq - 10/12	B019PMZ7WY	16.99													
L815836 - Turq - 14/16	B019PMZYH2	16.99													
L815836 - Turq - 18/20	B019PMZWQU	16.99													
L815836 - Turq - 8	B019PMZG5M	16.99													
L816436 - Highlight - 10/12	B019PMZITQ	16.99		16.99	percent	5	5.00								
L816436 - Highlight - 14/16	B019PMZDE6	14.99		14.99	percent	5	5.00								
L816436 - Highlight - 18/20	B019PMZHHY	11.99		11.99	percent	5	5.00								
L816436 - Highlight - 8	B019PMZL6Q	15.99		15.99	percent	5	5.00								
L816436 - RED - SIZE 10/12	B01N1PEEWP	11.99		11.99	percent	5	5.00								
